ChIJU1sHE0YV0IkRajOLSx9KIPQ,TOPS Friendly Markets,42.0573655,-76.7932271,"Southtown Plaza, 1600 Cedar St, Elmira",3.9,219
ChIJgQtdlEAV0IkRNmE3l7Siaok,ALDI,42.0843572,-76.8038267,"110 W Hudson St, Elmira",4.5,346
ChIJHRcONTYV0IkR4a6vznaZsNk,Save A Lot,42.0930613,-76.8011808,"308 William St, Elmira",4.1,263
ChIJG0DIaE8V0IkRM3EMqlEmWUE,Weis Markets,42.0921581,-76.81037409999999,"401 N Main St, Elmira",4.2,581
ChIJzaS8L7Vq0IkRSRfskVkPSEo,Big Lots,42.1009677,-76.8055875,"801 Lake St, Elmira",4,218
ChIJr3nZWbFq0IkRLWYvjyQNbk4,Wegmans,42.1059335,-76.8088571,"1100 Clemens Center Pkwy, Elmira",4.6,1472
